ID,Age,GPA,Experience,CGPA,Interview_Score,Technical_Skills,Placement_Status
571,34,2.81,4,7.36,96,C++,Placed
572,22,2.24,1,6.66,3,Python,Placed
573,31,3.5,0,9.54,70,Python,Placed
574,29,3.2,0,7.38,20,C++,Not Placed
575,26,2.73,1,7.19,61,Java,Not Placed
576,29,2.34,1,8.88,0,Java,Placed
577,24,3.19,3,7.26,58,JavaScript,Placed
578,29,3.56,4,7.85,68,Java,Not Placed
579,24,2.62,0,10.0,48,Python,Placed
580,33,2.05,3,7.96,24,Python,Placed
581,26,2.43,0,7.85,28,C++,Placed
582,34,3.36,1,9.19,72,Python,Placed
583,28,3.98,0,6.17,95,Java,Placed
584,31,2.03,0,7.5,96,Python,Placed
585,24,2.61,4,8.8,34,Java,Not Placed
586,20,2.12,1,9.65,48,C++,Not Placed
587,29,2.63,0,8.59,66,JavaScript,Not Placed
588,29,2.81,2,8.12,14,C++,Not Placed
589,20,3.84,3,7.84,21,Python,Placed
590,34,2.16,0,7.92,9,JavaScript,Not Placed
591,21,3.55,0,7.89,63,C++,Placed
592,33,2.79,3,9.76,79,JavaScript,Not Placed
593,25,3.62,0,9.24,79,Java,Placed
594,28,3.03,1,7.3,3,C++,Placed
595,27,2.08,0,6.24,85,JavaScript,Placed
596,32,3.89,1,8.74,30,C++,Placed
597,24,2.17,1,8.92,63,Java,Placed
598,20,3.2,1,9.09,67,Java,Not Placed
599,32,3.76,3,6.93,24,JavaScript,Placed
600,26,2.16,1,8.55,78,C++,Placed
601,34,3.11,0,8.56,42,C++,Not Placed
602,24,3.65,4,6.44,34,C++,Placed
603,25,3.97,1,9.1,45,Java,Not Placed
604,32,3.45,0,8.37,25,C++,Placed
605,26,2.56,0,7.99,19,JavaScript,Placed
606,22,3.4,2,6.16,84,C++,Placed
607,31,3.41,0,7.83,77,C++,Placed
608,29,3.4,2,9.4,1,JavaScript,Not Placed
609,22,3.71,0,7.49,92,JavaScript,Not Placed
610,24,2.17,1,9.92,72,JavaScript,Not Placed
611,25,2.22,2,9.15,26,JavaScript,Placed
612,28,3.28,2,9.29,0,JavaScript,Placed
613,32,3.91,2,8.35,23,Python,Placed
614,33,2.93,1,7.12,5,Python,Placed
615,31,3.92,4,7.61,83,C++,Placed
616,24,3.88,1,8.47,54,C++,Not Placed
617,34,3.81,4,9.54,94,JavaScript,Not Placed
618,20,3.82,1,8.91,27,JavaScript,Placed
619,33,3.8,0,7.44,82,Java,Placed
620,33,3.64,1,7.03,32,Java,Placed
621,33,3.39,4,8.53,62,Python,Placed
622,23,2.05,3,6.32,90,Python,Placed
623,24,2.26,0,7.5,98,Python,Placed
624,31,2.27,2,7.0,0,JavaScript,Not Placed
625,29,2.05,1,9.48,73,Python,Placed
626,29,2.23,0,8.63,59,Java,Placed
627,24,3.84,4,6.48,12,Python,Placed
628,26,3.33,2,8.04,2,JavaScript,Placed
629,23,2.62,4,9.16,30,JavaScript,Not Placed
630,20,3.59,0,6.44,5,Java,Placed
631,33,2.98,0,8.29,93,JavaScript,Not Placed
632,33,2.28,0,9.03,93,C++,Not Placed
633,24,3.77,0,6.84,80,Python,Not Placed
634,26,2.68,4,9.71,26,C++,Placed
635,29,3.4,3,8.21,16,JavaScript,Placed
636,29,2.58,0,8.53,78,Python,Placed
637,25,3.0,2,7.41,99,Java,Placed
638,24,3.63,4,9.1,62,C++,Placed
639,23,2.31,1,8.39,22,Python,Not Placed
640,21,3.95,1,9.67,71,Python,Placed
641,23,2.14,4,7.94,67,Java,Placed
642,34,3.07,4,8.43,20,Java,Not Placed
643,29,3.83,0,8.3,21,JavaScript,Placed
644,29,3.89,4,8.31,55,Java,Not Placed
645,22,2.46,2,8.86,10,Python,Placed
646,29,2.29,1,6.42,89,C++,Placed
647,20,3.45,2,8.41,25,JavaScript,Not Placed
648,27,2.08,2,7.67,34,Python,Placed
649,24,2.97,0,7.8,58,Python,Not Placed
650,32,3.59,4,7.74,37,C++,Placed
651,23,3.12,1,6.44,10,Python,Not Placed
652,27,2.38,1,6.06,30,JavaScript,Placed
653,26,2.97,1,6.43,65,JavaScript,Placed
654,21,3.84,2,7.74,23,Java,Placed
655,20,3.23,1,7.51,32,Python,Placed
656,31,3.44,1,6.57,22,JavaScript,Placed
657,30,2.67,2,8.89,95,JavaScript,Placed
658,23,2.38,0,8.86,37,Python,Placed
659,27,2.51,2,9.65,54,Java,Placed
660,31,3.07,2,9.39,35,JavaScript,Placed
661,21,2.56,0,9.31,6,Java,Not Placed
662,22,3.08,3,9.21,46,C++,Not Placed
663,31,3.42,3,9.53,33,C++,Placed
664,20,3.47,4,8.06,1,C++,Placed
665,20,2.33,4,6.31,5,Java,Placed
666,32,3.5,2,8.27,7,Python,Not Placed
667,22,3.35,4,9.39,16,Python,Placed
668,30,2.02,3,6.38,66,JavaScript,Placed
669,24,2.12,4,9.28,4,JavaScript,Placed
670,31,3.29,3,6.55,59,Python,Placed
671,22,2.77,3,6.1,65,JavaScript,Placed
672,20,2.29,2,8.81,12,Java,Placed
673,20,2.09,4,8.58,42,C++,Placed
674,27,2.32,4,9.51,66,C++,Not Placed
675,29,3.92,0,8.65,59,C++,Placed
676,30,3.46,0,7.05,75,Java,Placed
677,31,3.06,3,9.69,24,C++,Placed
678,32,3.88,2,9.61,36,JavaScript,Placed
679,32,3.24,1,9.77,47,C++,Placed
680,31,3.45,4,8.95,13,C++,Not Placed
681,34,2.57,4,9.48,8,Java,Placed
682,33,3.18,3,6.96,27,Java,Not Placed
683,21,2.29,3,8.34,30,Java,Placed
684,32,2.81,4,7.07,1,C++,Placed
685,22,2.07,3,7.31,16,Java,Placed
686,21,2.43,2,9.31,62,Java,Placed
687,22,2.15,4,8.84,13,JavaScript,Placed
688,26,2.78,4,9.7,69,Python,Placed
689,20,3.69,0,9.13,50,C++,Placed
690,29,2.76,3,7.16,64,Python,Placed
691,27,3.66,0,9.53,72,JavaScript,Placed
692,32,3.31,3,6.3,87,C++,Placed
693,29,3.02,1,6.33,23,Java,Placed
694,29,2.47,4,7.09,46,JavaScript,Placed
695,29,3.84,0,9.22,75,Java,Placed
696,33,2.11,4,9.71,47,JavaScript,Not Placed
697,21,3.38,0,8.58,53,C++,Not Placed
698,22,3.24,0,9.71,74,C++,Placed
699,28,2.88,1,8.4,35,Python,Placed
700,26,2.48,4,9.73,25,Python,Placed
701,23,2.86,2,7.7,86,Python,Not Placed
702,29,3.75,3,9.89,96,C++,Placed
703,24,3.67,4,6.84,99,Java,Placed
704,21,3.88,3,6.93,57,JavaScript,Not Placed
705,32,2.62,2,6.98,95,C++,Not Placed
706,30,2.77,2,6.67,25,Java,Placed
707,32,2.04,3,8.03,51,Java,Placed
708,27,3.89,3,8.17,60,Python,Placed
709,23,2.66,3,9.11,59,Python,Placed
710,28,2.81,2,7.22,23,JavaScript,Placed
711,24,3.82,2,9.64,22,JavaScript,Placed
712,32,3.05,2,9.33,29,Python,Not Placed
713,28,3.13,4,9.0,55,C++,Not Placed
714,23,2.35,3,9.93,27,JavaScript,Placed
715,29,3.0,4,6.1,89,Python,Placed
716,24,3.84,1,9.95,54,Python,Placed
717,28,3.12,2,6.94,98,Java,Not Placed
718,27,2.51,4,6.17,59,C++,Placed
719,22,2.06,2,7.79,85,JavaScript,Placed
720,20,2.67,0,8.75,26,Java,Placed
721,22,3.15,3,7.18,65,C++,Placed
722,23,2.09,2,7.79,97,JavaScript,Not Placed
723,21,3.22,3,6.95,74,C++,Placed
724,20,3.05,4,6.01,22,Java,Placed
725,26,3.57,0,9.58,3,C++,Placed
726,27,2.06,3,7.45,72,Python,Placed
727,26,3.56,1,6.59,89,C++,Placed
728,33,3.04,2,7.54,91,Python,Placed
729,24,2.74,3,6.06,96,JavaScript,Placed
730,31,3.93,1,6.32,49,JavaScript,Not Placed
731,20,2.32,3,8.23,84,C++,Placed
732,26,3.08,4,6.9,49,Python,Not Placed
733,32,2.64,2,8.62,90,Java,Placed
734,26,3.05,2,7.81,29,C++,Placed
735,28,3.1,1,6.29,65,Python,Not Placed
736,22,2.18,0,8.12,90,C++,Placed
737,28,3.32,0,8.53,84,Java,Not Placed
738,33,3.27,1,8.23,78,Java,Placed
739,20,3.54,3,7.02,70,Python,Placed
740,20,2.18,0,6.11,81,C++,Not Placed
741,33,2.59,2,7.68,65,Java,Not Placed
742,23,3.3,1,8.64,95,Python,Placed
743,28,2.27,1,6.28,92,JavaScript,Placed
744,25,3.36,2,9.67,87,Java,Not Placed
745,32,2.12,0,7.37,68,C++,Placed
746,30,2.67,4,7.38,17,Java,Placed
747,22,3.69,1,7.33,82,C++,Placed
748,20,3.55,3,9.6,23,Python,Placed
749,23,3.29,1,9.78,48,Java,Placed
750,31,3.74,4,9.56,80,JavaScript,Not Placed
751,32,3.42,2,9.15,3,Python,Placed
752,28,3.04,0,7.04,36,C++,Placed
753,22,3.96,2,8.96,57,Java,Placed
754,31,3.39,2,7.17,17,Java,Placed
755,28,3.2,0,7.51,26,JavaScript,Not Placed
756,26,2.82,2,6.57,40,JavaScript,Placed
757,31,3.8,2,8.11,39,JavaScript,Placed
758,33,2.59,1,9.23,33,Python,Placed
759,34,2.02,3,8.71,65,JavaScript,Placed
760,23,2.39,0,7.51,16,Python,Placed
761,22,2.22,1,8.68,33,Java,Not Placed
762,29,2.64,4,8.54,3,Python,Placed
763,34,3.65,1,8.16,4,Python,Not Placed
764,24,3.3,1,7.07,75,Java,Placed
765,24,2.34,2,6.12,44,Java,Placed
766,22,3.58,3,6.15,81,Python,Placed
767,31,3.01,1,9.81,36,JavaScript,Placed
768,28,3.03,4,9.47,31,Python,Placed
769,23,2.72,2,6.95,51,Java,Placed
770,30,3.73,1,6.78,80,C++,Not Placed
771,24,2.64,4,7.21,36,C++,Placed
772,23,2.19,0,8.29,20,Python,Placed
773,24,2.61,1,6.07,89,Python,Placed
774,26,3.43,0,9.57,97,C++,Placed
775,28,3.32,0,9.1,55,Java,Placed
776,26,2.38,4,8.11,37,Java,Placed
777,32,2.22,2,9.46,86,JavaScript,Placed
778,24,3.32,3,8.19,49,JavaScript,Not Placed
779,29,3.35,3,6.35,68,Python,Not Placed
780,29,2.73,1,8.23,38,Java,Placed
781,26,3.69,4,7.92,76,Python,Placed
782,33,3.96,0,8.78,22,C++,Placed
783,34,2.41,1,7.38,92,JavaScript,Not Placed
784,29,3.15,2,7.44,22,C++,Not Placed
785,24,2.01,3,9.77,49,Python,Not Placed
786,22,3.43,3,9.68,81,Python,Placed
787,26,2.83,0,9.6,94,Python,Not Placed
788,32,2.39,1,7.66,48,C++,Placed
789,30,3.5,1,9.0,59,Python,Placed
790,30,3.62,3,9.76,71,JavaScript,Placed
791,21,2.22,2,9.87,39,Python,Not Placed
792,34,2.08,4,6.97,15,C++,Not Placed
793,31,2.67,0,6.86,34,C++,Not Placed
794,28,3.25,3,7.99,57,Java,Not Placed
795,29,3.59,3,9.48,89,JavaScript,Placed
796,29,3.09,1,8.11,98,Python,Placed
797,31,3.16,0,9.17,4,Python,Placed
798,20,3.6,3,7.9,23,Java,Placed
799,32,3.06,3,9.0,56,JavaScript,Placed
800,25,3.22,3,7.06,82,Java,Placed
801,26,3.03,0,9.3,81,C++,Placed
802,33,3.76,3,9.19,96,C++,Not Placed
803,32,2.47,3,6.9,63,Java,Placed
804,27,2.53,1,9.49,69,JavaScript,Placed
805,29,2.26,2,6.47,32,JavaScript,Placed
806,28,3.64,4,9.07,88,Java,Placed
807,21,2.82,0,9.4,46,Python,Not Placed
808,30,2.7,4,9.32,17,JavaScript,Placed
809,29,3.96,3,6.98,41,C++,Not Placed
810,21,3.85,2,6.32,8,C++,Placed
811,24,3.94,1,6.12,30,JavaScript,Placed
812,32,2.28,1,6.1,43,JavaScript,Not Placed
813,24,3.78,0,8.04,57,Java,Placed
814,25,2.66,2,6.8,49,Python,Not Placed
815,22,2.03,0,9.48,89,JavaScript,Placed
816,27,2.78,1,6.66,5,JavaScript,Not Placed
817,32,3.02,3,8.68,51,JavaScript,Placed
818,20,2.22,0,9.67,50,JavaScript,Placed
819,25,3.08,2,9.86,25,JavaScript,Placed
820,23,3.64,0,9.44,39,C++,Not Placed
821,20,2.76,1,6.82,48,Python,Placed
822,34,2.71,0,8.12,12,C++,Placed
823,26,2.68,3,6.74,87,Java,Placed
824,28,3.85,1,8.39,49,JavaScript,Placed
825,32,2.1,0,6.96,79,C++,Placed
826,23,2.89,4,7.32,33,Java,Placed
827,23,2.53,4,8.21,31,Python,Not Placed
828,25,3.79,1,6.49,54,JavaScript,Placed
829,31,2.19,3,7.42,6,Python,Placed
830,34,2.82,2,7.36,50,C++,Placed
831,22,2.81,3,8.34,64,C++,Not Placed
832,32,3.78,0,8.29,77,C++,Placed
833,31,2.43,1,7.56,2,Java,Not Placed
834,25,3.29,4,9.46,71,C++,Not Placed
835,26,2.27,2,8.57,2,C++,Placed
836,30,3.91,1,9.22,71,JavaScript,Not Placed
837,29,3.19,1,8.28,69,JavaScript,Placed
838,29,3.25,1,7.52,30,Python,Placed
839,22,2.87,0,7.52,97,C++,Placed
840,26,2.68,4,6.83,39,Python,Not Placed
841,33,2.43,4,9.33,82,C++,Not Placed
842,22,3.21,4,9.37,99,Python,Placed
843,32,3.91,2,6.44,12,C++,Placed
844,32,2.72,0,9.33,37,C++,Placed
845,21,3.77,3,9.28,1,C++,Placed
846,31,2.3,4,8.41,39,JavaScript,Placed
847,33,3.87,3,8.99,31,Python,Placed
848,29,2.7,1,9.68,16,JavaScript,Placed
849,23,2.76,1,7.94,9,C++,Placed
850,31,2.93,1,9.11,74,Python,Not Placed
851,27,3.44,4,9.84,97,Python,Placed
852,32,3.44,1,7.53,26,Python,Placed
853,34,2.96,0,7.79,59,JavaScript,Not Placed
854,28,3.05,1,8.62,4,C++,Not Placed
855,26,2.06,4,7.99,19,Python,Placed
856,20,2.61,0,7.04,75,C++,Not Placed
857,22,2.69,4,8.44,80,Java,Placed
858,32,3.12,1,9.04,16,Python,Placed
859,31,3.12,0,6.02,33,C++,Placed
860,33,3.42,1,6.8,41,Java,Placed
861,28,3.43,0,9.98,69,Java,Placed
862,34,2.47,3,9.44,79,Java,Placed
863,31,3.54,0,9.98,25,Java,Placed
864,20,2.04,3,8.56,7,Python,Placed
865,28,3.43,1,8.02,37,C++,Placed
866,27,2.2,0,6.13,8,Python,Not Placed
867,20,3.46,4,7.38,96,Java,Placed
868,25,3.05,0,7.66,29,JavaScript,Placed
869,24,2.87,0,6.53,45,JavaScript,Placed
870,25,3.38,0,7.58,58,Python,Placed
871,29,2.07,2,6.9,45,Java,Placed
872,31,2.45,4,7.77,84,JavaScript,Not Placed
873,32,3.23,0,8.37,83,Python,Placed
874,32,3.69,0,8.67,77,C++,Placed
875,32,2.76,1,8.16,0,Python,Placed
876,34,2.52,4,6.14,99,JavaScript,Not Placed
877,24,3.04,0,9.67,87,C++,Placed
878,25,3.24,0,9.3,26,JavaScript,Placed
879,24,2.84,0,8.41,81,JavaScript,Placed
880,30,3.75,3,9.42,38,Java,Not Placed
881,31,3.05,2,9.48,26,JavaScript,Placed
882,24,2.07,4,6.91,57,C++,Placed
883,23,2.45,3,7.07,80,Java,Not Placed
884,22,2.9,0,6.28,66,C++,Placed
885,22,3.4,4,8.21,84,Python,Placed
886,23,2.44,3,8.87,58,Java,Placed
887,28,3.95,2,6.45,3,C++,Placed
888,21,2.64,3,7.88,13,JavaScript,Not Placed
889,34,3.06,1,9.26,42,Python,Placed
890,28,2.04,0,8.66,15,Python,Placed
891,20,3.77,3,8.25,59,C++,Placed
892,33,3.58,2,8.11,44,Python,Placed
893,34,2.39,0,7.48,82,C++,Placed
894,34,3.87,1,7.75,91,C++,Not Placed
895,20,2.63,1,7.16,18,Python,Placed
896,24,3.38,3,8.7,37,C++,Not Placed
897,25,3.64,0,8.57,22,C++,Placed
898,25,3.48,3,6.81,96,Java,Placed
899,22,3.84,1,7.07,76,Java,Placed
900,26,3.73,4,9.95,57,Python,Placed
901,28,3.99,3,6.42,50,JavaScript,Placed
902,30,2.37,4,8.77,11,Python,Placed
903,31,2.61,0,8.07,7,C++,Placed
904,29,3.27,1,6.31,45,JavaScript,Not Placed
905,27,3.47,3,6.24,25,Java,Placed
906,25,3.07,3,9.21,8,C++,Placed
907,31,2.15,3,8.47,39,C++,Placed
908,27,3.68,0,6.18,27,Java,Placed
909,31,3.92,0,7.15,34,JavaScript,Placed
910,24,2.81,2,7.03,92,Python,Not Placed
911,27,2.45,3,8.24,96,Python,Placed
912,29,2.04,0,6.97,13,JavaScript,Placed
913,31,2.47,1,9.18,14,JavaScript,Placed
914,23,3.4,0,6.95,51,JavaScript,Not Placed
915,29,3.82,0,7.8,18,Java,Placed
916,27,2.19,3,7.69,96,C++,Not Placed
917,29,3.11,4,6.29,7,Python,Placed
918,31,3.39,1,7.56,97,Java,Not Placed
919,21,2.55,4,7.63,26,Python,Not Placed
920,31,3.14,2,6.58,29,C++,Placed
921,31,3.43,3,9.54,45,Python,Not Placed
922,24,3.68,4,7.49,23,C++,Placed
923,28,2.9,0,9.39,95,C++,Placed
924,23,3.5,0,8.33,35,C++,Not Placed
925,30,2.6,2,6.04,2,C++,Placed
926,25,2.43,2,8.73,36,C++,Not Placed
927,34,2.37,1,7.62,45,Python,Placed
928,20,2.72,1,8.93,39,JavaScript,Not Placed
929,28,2.07,3,8.76,64,Python,Placed
930,20,2.57,2,8.96,66,Python,Placed
931,24,3.3,3,8.77,90,JavaScript,Not Placed
932,23,3.3,4,6.08,95,JavaScript,Not Placed
933,32,2.15,1,9.86,51,Python,Placed
934,31,2.57,3,7.85,95,JavaScript,Not Placed
935,32,3.14,2,9.56,80,Java,Placed
936,32,2.64,4,6.66,42,JavaScript,Placed
937,33,2.84,1,7.43,98,JavaScript,Placed
938,22,3.43,3,9.9,95,C++,Not Placed
939,32,2.02,2,9.5,17,C++,Placed
940,25,2.55,3,9.19,35,JavaScript,Placed
941,21,2.28,1,7.16,91,Java,Placed
942,22,2.26,4,8.82,39,JavaScript,Placed
943,24,3.92,0,6.96,59,JavaScript,Not Placed
944,34,2.75,4,8.69,60,Python,Placed
945,28,3.05,3,9.87,99,Python,Placed
946,21,3.47,3,7.4,6,JavaScript,Placed
947,29,2.09,0,7.95,57,Python,Placed
948,27,2.48,3,7.6,95,JavaScript,Not Placed
949,33,3.66,4,6.4,74,JavaScript,Placed
950,21,3.72,1,9.8,27,C++,Not Placed
951,30,2.75,4,7.55,25,Python,Placed
952,32,2.75,4,9.84,43,C++,Placed
953,24,3.51,4,8.88,77,Java,Placed
954,26,2.59,1,6.88,24,Java,Placed
955,27,2.23,3,8.43,86,C++,Placed
956,20,2.52,4,6.36,78,JavaScript,Placed
957,25,2.77,1,6.78,94,JavaScript,Not Placed
958,20,2.1,3,6.43,93,Java,Placed
959,21,2.96,1,6.26,28,Java,Placed
960,34,3.48,1,8.47,92,Python,Not Placed
961,20,3.03,4,7.08,60,C++,Not Placed
962,30,2.14,0,9.03,43,Python,Placed
963,24,2.88,4,7.34,10,C++,Placed
964,29,3.42,1,9.48,82,Java,Placed
965,34,2.12,1,7.77,34,C++,Placed
966,28,2.12,1,7.41,18,Java,Not Placed
967,25,2.74,2,6.16,12,C++,Placed
968,30,2.39,4,8.92,88,Java,Placed
969,30,3.87,0,9.91,38,Java,Placed
970,20,3.16,3,7.04,73,Python,Placed
971,32,2.57,0,8.62,7,Java,Placed
972,20,3.41,0,8.7,70,JavaScript,Not Placed
973,21,2.75,2,7.76,87,Python,Placed
974,28,2.26,1,7.37,36,Python,Placed
975,22,2.47,0,6.21,29,C++,Not Placed
976,34,3.29,1,9.8,17,Python,Placed
977,20,2.1,4,8.04,73,JavaScript,Placed
978,24,2.55,1,7.22,4,C++,Placed
979,26,2.42,1,9.53,35,Java,Placed
980,25,2.4,4,6.55,92,Java,Placed
981,31,3.37,4,8.8,8,C++,Placed
982,20,3.65,0,6.47,99,C++,Not Placed
983,24,3.43,2,8.92,32,Java,Placed
984,34,3.29,3,8.41,31,JavaScript,Placed
985,24,3.83,4,8.28,73,JavaScript,Placed
986,25,2.12,4,8.25,17,Python,Not Placed
987,22,2.33,3,7.75,80,Python,Placed
988,24,2.83,1,9.58,9,Java,Placed
989,26,2.74,4,6.15,52,JavaScript,Placed
990,24,2.84,3,9.51,1,C++,Not Placed
991,24,2.41,0,7.7,77,Java,Placed
992,24,2.3,2,7.32,84,Python,Not Placed
993,29,3.02,4,8.38,53,Java,Not Placed
994,29,3.86,3,6.87,96,JavaScript,Not Placed
995,22,2.78,4,7.78,68,Java,Placed
996,20,2.09,1,8.51,54,JavaScript,Placed
997,24,3.41,4,7.5,45,Java,Placed
998,33,2.58,4,7.27,97,Python,Not Placed
999,28,2.49,1,8.36,52,Python,Placed
1000,33,2.65,4,8.5,10,C++,Placed
1001,20,3.45,1,7.25,76,C++,Placed
1002,22,3.64,3,8.59,28,JavaScript,Placed
1003,32,3.18,2,9.37,10,Python,Placed
1004,32,2.64,2,6.45,58,C++,Placed
1005,23,2.62,3,9.76,7,JavaScript,Not Placed
1006,33,2.25,0,6.27,51,Python,Placed
1007,20,3.87,0,8.1,96,JavaScript,Not Placed
1008,20,3.28,2,9.61,45,Python,Not Placed
1009,27,2.05,3,7.02,95,Python,Placed
1010,21,3.32,4,8.79,5,Java,Not Placed
1011,31,2.89,3,6.17,65,JavaScript,Placed
1012,34,3.95,1,7.92,28,Java,Placed
1013,27,3.64,3,8.5,34,C++,Not Placed
1014,26,2.34,0,8.16,31,Python,Placed
1015,29,3.44,4,6.71,85,JavaScript,Not Placed
1016,29,2.97,4,6.09,46,JavaScript,Placed
1017,21,2.37,2,7.79,3,JavaScript,Placed
1018,25,3.4,1,6.72,33,C++,Placed
1019,25,3.09,4,7.46,89,JavaScript,Placed
1020,22,2.06,2,9.36,33,Python,Placed
1021,30,3.29,4,8.2,47,Python,Placed
1022,21,3.27,0,6.33,68,Python,Placed
1023,31,2.29,4,8.87,34,C++,Placed
1024,20,2.7,0,7.8,38,C++,Placed
1025,25,3.17,3,6.16,99,Python,Not Placed
1026,31,2.28,0,8.89,48,C++,Placed
1027,24,3.71,0,9.54,78,JavaScript,Not Placed
1028,33,2.05,0,8.99,10,C++,Not Placed
1029,33,2.21,4,9.91,18,C++,Placed
1030,30,2.23,1,6.63,10,Java,Not Placed
1031,28,3.06,0,8.26,30,Python,Not Placed
1032,20,3.24,2,6.37,1,C++,Not Placed
1033,34,2.81,4,9.9,24,JavaScript,Placed
1034,34,2.58,1,6.86,30,Python,Not Placed
1035,26,3.62,1,9.77,36,C++,Placed
1036,34,2.14,4,7.83,8,Python,Placed
1037,24,2.56,2,9.17,9,Java,Not Placed
1038,24,2.08,3,9.82,59,Java,Placed
1039,33,2.03,4,6.93,0,Python,Placed
1040,21,2.71,1,9.26,50,Python,Placed
1041,30,2.39,3,9.56,60,C++,Placed
1042,22,2.54,1,8.21,20,Java,Placed
1043,26,3.64,0,8.7,51,C++,Placed
1044,25,2.33,3,7.77,53,Java,Not Placed
1045,31,3.56,4,7.7,94,C++,Not Placed
1046,21,3.35,4,6.64,21,Java,Placed
1047,25,2.65,2,8.76,62,JavaScript,Placed
1048,21,3.09,3,6.67,64,Python,Not Placed
1049,21,2.89,2,6.73,56,Python,Placed
1050,21,2.26,4,8.01,91,Java,Not Placed
1051,33,3.81,2,7.83,2,Java,Placed
1052,34,3.14,3,8.6,15,JavaScript,Placed
1053,30,3.76,4,8.09,71,JavaScript,Placed
1054,22,3.65,1,7.26,23,JavaScript,Placed
1055,34,2.16,4,6.23,52,Java,Not Placed
1056,21,2.41,2,8.36,51,JavaScript,Placed
1057,23,2.29,2,7.96,3,Python,Not Placed
1058,28,3.66,4,6.32,59,JavaScript,Placed
1059,25,3.72,0,8.8,44,Java,Placed
1060,20,3.06,0,7.02,63,Java,Placed
1061,27,2.21,0,6.14,6,Python,Placed
1062,34,2.27,1,6.04,64,C++,Placed
1063,31,3.63,1,8.16,75,Java,Placed
1064,33,3.86,1,9.71,68,C++,Placed
1065,26,2.4,4,9.39,32,JavaScript,Placed
1066,29,2.02,4,6.41,88,C++,Not Placed
1067,22,2.66,3,7.27,55,Python,Placed
1068,20,2.06,0,7.25,88,Python,Not Placed
1069,24,3.66,3,9.41,25,JavaScript,Placed
1070,32,2.98,0,9.2,20,JavaScript,Not Placed
1071,23,3.28,2,9.86,63,Java,Not Placed
1072,29,2.82,3,8.08,29,C++,Placed
1073,27,2.69,4,6.06,29,C++,Not Placed
1074,20,2.44,2,9.61,87,Python,Not Placed
1075,29,3.54,3,6.14,98,Python,Placed
1076,20,3.39,2,9.33,43,Java,Placed
1077,31,2.72,2,8.08,58,Python,Placed
1078,23,2.64,2,9.86,81,Java,Not Placed
1079,27,2.0,4,6.97,18,JavaScript,Placed
1080,24,2.13,2,8.05,55,Python,Placed
1081,21,3.25,4,6.05,18,Java,Not Placed
1082,25,3.03,1,8.4,60,JavaScript,Placed
1083,24,2.87,2,6.27,8,JavaScript,Placed
1084,21,3.66,0,6.26,2,JavaScript,Placed
1085,32,3.01,4,8.91,62,Java,Placed
1086,33,2.77,1,6.74,50,Python,Placed
1087,30,2.32,4,9.91,81,Python,Placed
1088,30,3.64,2,7.59,35,Java,Placed
1089,30,3.15,4,7.93,58,Java,Not Placed
1090,22,2.18,3,7.26,48,JavaScript,Placed
1091,34,3.3,3,7.11,23,Java,Placed
1092,28,2.85,0,9.5,71,C++,Not Placed
1093,26,3.62,4,9.57,56,Java,Not Placed
1094,26,3.84,2,6.83,85,Java,Placed
1095,34,3.2,2,6.16,22,JavaScript,Placed
1096,30,3.46,3,7.11,71,C++,Not Placed
1097,25,2.11,4,9.3,82,Python,Placed
1098,27,3.12,2,7.99,45,Java,Placed
1099,23,3.51,1,9.15,62,Java,Placed
1100,27,2.99,2,9.33,73,C++,Not Placed
1101,23,3.19,4,9.28,54,Java,Placed
1102,27,3.8,3,8.33,19,Python,Not Placed
1103,28,2.4,1,6.68,90,C++,Placed
1104,22,2.2,2,8.53,4,C++,Not Placed
1105,22,3.38,0,7.21,83,C++,Not Placed
1106,30,3.65,0,9.06,46,C++,Not Placed
1107,32,3.7,3,6.82,65,JavaScript,Placed
1108,21,3.28,1,8.58,79,Java,Not Placed
1109,32,3.67,0,6.34,54,Python,Placed
1110,29,3.4,0,9.21,58,JavaScript,Placed
1111,22,2.17,2,7.26,30,JavaScript,Placed
1112,22,3.52,4,9.89,80,C++,Placed
1113,24,2.36,2,7.84,21,Python,Placed
1114,24,2.47,2,7.03,15,Java,Not Placed
1115,21,2.79,3,6.5,10,JavaScript,Placed
1116,31,2.63,2,9.95,10,Java,Not Placed
1117,29,2.64,1,7.6,53,JavaScript,Placed
1118,32,2.34,1,8.67,48,Java,Not Placed
1119,25,2.59,4,7.28,0,Python,Not Placed
1120,24,2.04,0,6.9,91,C++,Placed
1121,25,2.95,0,8.29,45,C++,Placed
1122,20,3.54,4,7.58,61,Java,Not Placed
1123,24,3.72,4,7.92,90,Python,Placed
1124,28,3.64,2,8.82,67,C++,Placed
1125,31,2.83,3,7.13,83,JavaScript,Not Placed
1126,29,3.46,0,6.62,5,Java,Not Placed
1127,33,2.58,0,8.15,76,Java,Not Placed
1128,21,2.11,4,6.46,20,Python,Placed
1129,20,3.35,4,8.7,30,JavaScript,Placed
1130,33,3.3,0,8.36,47,Python,Placed
1131,29,3.6,0,6.94,40,C++,Not Placed
1132,32,3.23,2,7.08,95,Python,Placed
1133,30,2.31,0,6.74,45,Java,Placed
1134,28,3.71,4,9.57,75,Python,Placed
1135,29,3.25,1,7.27,49,C++,Placed
1136,28,3.62,1,9.64,22,Java,Placed
1137,34,3.55,1,6.09,35,C++,Placed
1138,28,2.6,2,7.57,31,Java,Not Placed
